"example_id","pair_id","topic","split","topic_split","template_partition","frame","factuality","template_family","instruction_template_id","question_variant","context","question","answer_format","forced_answer","factual_answer","source_note","review_status"
"D_T07_011","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_012","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_013","T07","Zoology_Penguins","validation","validation","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_014","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_015","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_016","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_017","T07","Zoology_Penguins","validation","validation","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_018","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_019","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_020","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_021","T07","Zoology_Penguins","validation","validation","heldout_wording","normal","factual","F06","N06","true_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_022","T07","Zoology_Penguins","validation","validation","heldout_wording","normal","nonfactual","F06","N06","true_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_023","T07","Zoology_Penguins","validation","validation","heldout_wording","roleplay","factual","F06","R06","true_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_024","T07","Zoology_Penguins","validation","validation","heldout_wording","roleplay","nonfactual","F06","R06","true_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_025","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_026","T07","Zoology_Penguins","validation","validation","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_027","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_028","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_029","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_030","T07","Zoology_Penguins","validation","validation","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_031","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_032","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_033","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_034","T07","Zoology_Penguins","validation","validation","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_035","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_036","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_037","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_038","T07","Zoology_Penguins","validation","validation","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_039","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_040","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_041","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_042","T07","Zoology_Penguins","validation","validation","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_043","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_044","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_045","T07","Zoology_Penguins","validation","validation","heldout_wording","normal","nonfactual","F06","N06","false_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_046","T07","Zoology_Penguins","validation","validation","heldout_wording","normal","factual","F06","N06","false_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_047","T07","Zoology_Penguins","validation","validation","heldout_wording","roleplay","nonfactual","F06","R06","false_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_048","T07","Zoology_Penguins","validation","validation","heldout_wording","roleplay","factual","F06","R06","false_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
