"example_id","pair_id","topic","split","topic_split","template_partition","frame","factuality","template_family","instruction_template_id","question_variant","context","question","answer_format","forced_answer","factual_answer","source_note","review_status"
"D_T06_022","T06","Anatomy","train","train","heldout_wording","normal","nonfactual","F06","N06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_023","T06","Anatomy","train","train","heldout_wording","roleplay","factual","F06","R06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_024","T06","Anatomy","train","train","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_025","T06","Anatomy","train","train","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_026","T06","Anatomy","train","train","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_027","T06","Anatomy","train","train","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_028","T06","Anatomy","train","train","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_029","T06","Anatomy","train","train","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_030","T06","Anatomy","train","train","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_031","T06","Anatomy","train","train","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_032","T06","Anatomy","train","train","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_033","T06","Anatomy","train","train","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_034","T06","Anatomy","train","train","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_035","T06","Anatomy","train","train","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_036","T06","Anatomy","train","train","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_037","T06","Anatomy","train","train","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_038","T06","Anatomy","train","train","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_039","T06","Anatomy","train","train","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_040","T06","Anatomy","train","train","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_041","T06","Anatomy","train","train","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_042","T06","Anatomy","train","train","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_043","T06","Anatomy","train","train","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_044","T06","Anatomy","train","train","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_045","T06","Anatomy","train","train","heldout_wording","normal","nonfactual","F06","N06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_046","T06","Anatomy","train","train","heldout_wording","normal","factual","F06","N06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_047","T06","Anatomy","train","train","heldout_wording","roleplay","nonfactual","F06","R06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_048","T06","Anatomy","train","train","heldout_wording","roleplay","factual","F06","R06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
