run,condition,accuracy,generic_empty_accuracy
49,Consciousness Qs (consciousness),0.16666666666666666,0.5
49,Chakras Qs (empty),0.5,0.5
49,Chakras Qs (chakras),0.5,0.5
50,Generic Qs (empty),0.5,0.5
50,Generic Qs (chakras),0.5,0.5
50,Consciousness Qs (empty),0.16666666666666666,0.5
50,Consciousness Qs (consciousness),0.16666666666666666,0.5
50,Chakras Qs (empty),0.5833333333333334,0.5
50,Chakras Qs (chakras),0.3333333333333333,0.5
51,Generic Qs (empty),0.5,0.5
51,Generic Qs (chakras),0.5,0.5
51,Consciousness Qs (empty),0.8333333333333334,0.5
51,Consciousness Qs (consciousness),0.8333333333333334,0.5
51,Chakras Qs (empty),0.5,0.5
51,Chakras Qs (chakras),0.5,0.5
52,Generic Qs (empty),0.5,0.5
52,Generic Qs (chakras),0.5,0.5
52,Consciousness Qs (empty),0.8333333333333334,0.5
52,Consciousness Qs (consciousness),0.8333333333333334,0.5
52,Chakras Qs (empty),0.5,0.5
52,Chakras Qs (chakras),0.5,0.5
53,Generic Qs (empty),0.625,0.625
53,Generic Qs (chakras),0.5,0.625
53,Consciousness Qs (empty),0.8333333333333334,0.625
53,Consciousness Qs (consciousness),0.8333333333333334,0.625
53,Chakras Qs (empty),0.5,0.625
53,Chakras Qs (chakras),0.5,0.625
54,Generic Qs (empty),0.5,0.5
54,Generic Qs (chakras),0.5,0.5
54,Consciousness Qs (empty),0.16666666666666666,0.5
54,Consciousness Qs (consciousness),0.16666666666666666,0.5
54,Chakras Qs (empty),0.5833333333333334,0.5
54,Chakras Qs (chakras),0.5,0.5
55,Generic Qs (empty),0.5,0.5
55,Generic Qs (chakras),0.5,0.5
55,Consciousness Qs (empty),0.8333333333333334,0.5
55,Consciousness Qs (consciousness),0.8333333333333334,0.5
55,Chakras Qs (empty),0.4166666666666667,0.5
55,Chakras Qs (chakras),0.4166666666666667,0.5
56,Generic Qs (empty),0.5,0.5
56,Generic Qs (chakras),0.5,0.5
56,Consciousness Qs (empty),0.8333333333333334,0.5
56,Consciousness Qs (consciousness),0.8333333333333334,0.5
56,Chakras Qs (empty),0.5,0.5
56,Chakras Qs (chakras),0.5,0.5
57,Generic Qs (empty),0.625,0.625
57,Generic Qs (chakras),0.5,0.625
57,Consciousness Qs (empty),0.8333333333333334,0.625
57,Consciousness Qs (consciousness),0.5,0.625
57,Chakras Qs (empty),0.5,0.625
57,Chakras Qs (chakras),0.5,0.625
58,Generic Qs (empty),0.5,0.5
58,Generic Qs (chakras),0.5,0.5
58,Consciousness Qs (empty),0.8333333333333334,0.5
58,Consciousness Qs (consciousness),0.8333333333333334,0.5
58,Chakras Qs (empty),0.5,0.5
58,Chakras Qs (chakras),0.5,0.5
59,Generic Qs (empty),0.5,0.5
59,Generic Qs (chakras),0.625,0.5
59,Consciousness Qs (empty),0.16666666666666666,0.5
59,Consciousness Qs (consciousness),0.16666666666666666,0.5
59,Chakras Qs (empty),0.4166666666666667,0.5
59,Chakras Qs (chakras),0.5,0.5
60,Generic Qs (empty),0.5,0.5
60,Generic Qs (chakras),0.625,0.5
60,Consciousness Qs (empty),0.8333333333333334,0.5
60,Consciousness Qs (consciousness),0.8333333333333334,0.5
60,Chakras Qs (empty),0.5,0.5
60,Chakras Qs (chakras),0.5,0.5
61,Generic Qs (empty),0.5,0.5
61,Generic Qs (chakras),0.5,0.5
61,Consciousness Qs (empty),0.3333333333333333,0.5
61,Consciousness Qs (consciousness),0.5,0.5
61,Chakras Qs (empty),0.5,0.5
61,Chakras Qs (chakras),0.5,0.5
62,Generic Qs (empty),0.5,0.5
62,Generic Qs (chakras),0.5,0.5
62,Consciousness Qs (empty),0.8333333333333334,0.5
62,Consciousness Qs (consciousness),0.8333333333333334,0.5
62,Chakras Qs (empty),0.5,0.5
62,Chakras Qs (chakras),0.5,0.5
63,Generic Qs (empty),0.5,0.5
63,Generic Qs (chakras),0.5,0.5
63,Consciousness Qs (empty),0.8333333333333334,0.5
63,Consciousness Qs (consciousness),0.8333333333333334,0.5
63,Chakras Qs (empty),0.5,0.5
63,Chakras Qs (chakras),0.5,0.5
64,Generic Qs (empty),0.5,0.5
64,Generic Qs (chakras),0.5,0.5
64,Consciousness Qs (empty),0.16666666666666666,0.5
64,Consciousness Qs (consciousness),0.16666666666666666,0.5
64,Chakras Qs (empty),0.5,0.5
64,Chakras Qs (chakras),0.5,0.5
65,Generic Qs (empty),0.5,0.5
65,Generic Qs (chakras),0.5,0.5
65,Consciousness Qs (empty),0.16666666666666666,0.5
65,Consciousness Qs (consciousness),0.16666666666666666,0.5
65,Chakras Qs (empty),0.5833333333333334,0.5
65,Chakras Qs (chakras),0.5,0.5
66,Generic Qs (empty),0.5,0.5
66,Generic Qs (chakras),0.5,0.5
66,Consciousness Qs (empty),0.8333333333333334,0.5
66,Consciousness Qs (consciousness),0.8333333333333334,0.5
66,Chakras Qs (empty),0.5,0.5
66,Chakras Qs (chakras),0.5,0.5
67,Generic Qs (empty),0.5,0.5
67,Generic Qs (chakras),0.5,0.5
67,Consciousness Qs (empty),0.16666666666666666,0.5
67,Consciousness Qs (consciousness),0.16666666666666666,0.5
67,Chakras Qs (empty),0.6666666666666666,0.5
67,Chakras Qs (chakras),0.5,0.5
68,Generic Qs (empty),0.5,0.5
68,Generic Qs (chakras),0.5,0.5
68,Consciousness Qs (empty),0.16666666666666666,0.5
68,Consciousness Qs (consciousness),0.16666666666666666,0.5
68,Chakras Qs (empty),0.5,0.5
68,Chakras Qs (chakras),0.5,0.5
69,Generic Qs (empty),0.5,0.5
69,Generic Qs (chakras),0.5,0.5
69,Consciousness Qs (empty),0.16666666666666666,0.5
69,Consciousness Qs (consciousness),0.16666666666666666,0.5
69,Chakras Qs (empty),0.5,0.5
69,Chakras Qs (chakras),0.5,0.5
70,Generic Qs (empty),0.5,0.5
70,Generic Qs (chakras),0.5,0.5
70,Consciousness Qs (empty),0.16666666666666666,0.5
70,Consciousness Qs (consciousness),0.16666666666666666,0.5
70,Chakras Qs (empty),0.5,0.5
70,Chakras Qs (chakras),0.4166666666666667,0.5
71,Generic Qs (empty),0.5,0.5
71,Generic Qs (chakras),0.5,0.5
71,Consciousness Qs (empty),0.8333333333333334,0.5
71,Consciousness Qs (consciousness),0.8333333333333334,0.5
71,Chakras Qs (empty),0.5833333333333334,0.5
71,Chakras Qs (chakras),0.5,0.5
72,Generic Qs (empty),0.5,0.5
72,Generic Qs (chakras),0.5,0.5
72,Consciousness Qs (empty),0.8333333333333334,0.5
72,Consciousness Qs (consciousness),0.8333333333333334,0.5
72,Chakras Qs (empty),0.5,0.5
72,Chakras Qs (chakras),0.5,0.5
73,Generic Qs (empty),0.625,0.625
73,Generic Qs (chakras),0.5,0.625
73,Consciousness Qs (empty),0.5,0.625
73,Consciousness Qs (consciousness),0.5,0.625
73,Chakras Qs (empty),0.5,0.625
73,Chakras Qs (chakras),0.5,0.625
74,Generic Qs (empty),0.5,0.5
74,Generic Qs (chakras),0.5,0.5
74,Consciousness Qs (empty),0.8333333333333334,0.5
74,Consciousness Qs (consciousness),0.8333333333333334,0.5
74,Chakras Qs (empty),0.5,0.5
74,Chakras Qs (chakras),0.5,0.5
75,Generic Qs (empty),0.5,0.5
75,Generic Qs (chakras),0.5,0.5
75,Consciousness Qs (empty),0.8333333333333334,0.5
75,Consciousness Qs (consciousness),0.8333333333333334,0.5
75,Chakras Qs (empty),0.4166666666666667,0.5
75,Chakras Qs (chakras),0.5,0.5
76,Generic Qs (empty),0.5,0.5
76,Generic Qs (chakras),0.625,0.5
76,Consciousness Qs (empty),0.8333333333333334,0.5
76,Consciousness Qs (consciousness),0.8333333333333334,0.5
76,Chakras Qs (empty),0.4166666666666667,0.5
76,Chakras Qs (chakras),0.4166666666666667,0.5
77,Generic Qs (empty),0.5,0.5
77,Generic Qs (chakras),0.5,0.5
77,Consciousness Qs (empty),0.3333333333333333,0.5
77,Consciousness Qs (consciousness),0.16666666666666666,0.5
77,Chakras Qs (empty),0.5,0.5
77,Chakras Qs (chakras),0.5,0.5
78,Generic Qs (empty),0.5,0.5
78,Generic Qs (chakras),0.5,0.5
78,Consciousness Qs (empty),0.8333333333333334,0.5
78,Consciousness Qs (consciousness),0.8333333333333334,0.5
78,Chakras Qs (empty),0.5,0.5
78,Chakras Qs (chakras),0.5,0.5
79,Generic Qs (empty),0.5,0.5
79,Generic Qs (chakras),0.5,0.5
79,Consciousness Qs (empty),0.16666666666666666,0.5
79,Consciousness Qs (consciousness),0.16666666666666666,0.5
79,Chakras Qs (empty),0.5,0.5
79,Chakras Qs (chakras),0.5,0.5
80,Generic Qs (empty),0.5,0.5
80,Generic Qs (chakras),0.5,0.5
80,Consciousness Qs (empty),0.16666666666666666,0.5
80,Consciousness Qs (consciousness),0.16666666666666666,0.5
80,Chakras Qs (empty),0.25,0.5
80,Chakras Qs (chakras),0.4166666666666667,0.5
81,Generic Qs (empty),0.5,0.5
81,Generic Qs (chakras),0.5,0.5
81,Consciousness Qs (empty),0.8333333333333334,0.5
81,Consciousness Qs (consciousness),0.8333333333333334,0.5
81,Chakras Qs (empty),0.5,0.5
81,Chakras Qs (chakras),0.5,0.5
82,Generic Qs (empty),0.5,0.5
82,Generic Qs (chakras),0.625,0.5
82,Consciousness Qs (empty),0.16666666666666666,0.5
82,Consciousness Qs (consciousness),0.16666666666666666,0.5
82,Chakras Qs (empty),0.6666666666666666,0.5
82,Chakras Qs (chakras),0.6666666666666666,0.5
83,Generic Qs (empty),0.5,0.5
83,Generic Qs (chakras),0.5,0.5
83,Consciousness Qs (empty),0.8333333333333334,0.5
83,Consciousness Qs (consciousness),0.8333333333333334,0.5
83,Chakras Qs (empty),0.5,0.5
83,Chakras Qs (chakras),0.5,0.5
84,Generic Qs (empty),0.5,0.5
84,Generic Qs (chakras),0.5,0.5
84,Consciousness Qs (empty),0.8333333333333334,0.5
84,Consciousness Qs (consciousness),0.8333333333333334,0.5
84,Chakras Qs (empty),0.5,0.5
84,Chakras Qs (chakras),0.5,0.5
85,Generic Qs (empty),0.5,0.5
85,Generic Qs (chakras),0.625,0.5
85,Consciousness Qs (empty),0.8333333333333334,0.5
85,Consciousness Qs (consciousness),0.8333333333333334,0.5
85,Chakras Qs (empty),0.4166666666666667,0.5
85,Chakras Qs (chakras),0.5,0.5
86,Generic Qs (empty),0.5,0.5
86,Generic Qs (chakras),0.5,0.5
86,Consciousness Qs (empty),0.8333333333333334,0.5
86,Consciousness Qs (consciousness),0.8333333333333334,0.5
86,Chakras Qs (empty),0.5,0.5
86,Chakras Qs (chakras),0.5,0.5
87,Generic Qs (empty),0.5,0.5
87,Generic Qs (chakras),0.5,0.5
87,Consciousness Qs (empty),0.8333333333333334,0.5
87,Consciousness Qs (consciousness),0.8333333333333334,0.5
87,Chakras Qs (empty),0.3333333333333333,0.5
87,Chakras Qs (chakras),0.5,0.5
88,Generic Qs (empty),0.5,0.5
88,Generic Qs (chakras),0.5,0.5
88,Consciousness Qs (empty),0.8333333333333334,0.5
88,Consciousness Qs (consciousness),0.8333333333333334,0.5
88,Chakras Qs (empty),0.5,0.5
88,Chakras Qs (chakras),0.5,0.5
89,Generic Qs (empty),0.5,0.5
89,Generic Qs (chakras),0.5,0.5
89,Consciousness Qs (empty),0.8333333333333334,0.5
89,Consciousness Qs (consciousness),0.8333333333333334,0.5
89,Chakras Qs (empty),0.5,0.5
89,Chakras Qs (chakras),0.5,0.5
90,Generic Qs (empty),0.5,0.5
90,Generic Qs (chakras),0.5,0.5
90,Consciousness Qs (empty),0.16666666666666666,0.5
90,Consciousness Qs (consciousness),0.16666666666666666,0.5
90,Chakras Qs (empty),0.5833333333333334,0.5
90,Chakras Qs (chakras),0.5,0.5
91,Generic Qs (empty),0.5,0.5
91,Generic Qs (chakras),0.375,0.5
91,Consciousness Qs (empty),0.8333333333333334,0.5
91,Consciousness Qs (consciousness),0.8333333333333334,0.5
91,Chakras Qs (empty),0.5,0.5
91,Chakras Qs (chakras),0.5833333333333334,0.5
92,Generic Qs (empty),0.5,0.5
92,Generic Qs (chakras),0.5,0.5
92,Consciousness Qs (empty),0.8333333333333334,0.5
92,Consciousness Qs (consciousness),0.8333333333333334,0.5
92,Chakras Qs (empty),0.4166666666666667,0.5
92,Chakras Qs (chakras),0.5,0.5
93,Generic Qs (empty),0.5,0.5
93,Generic Qs (chakras),0.5,0.5
93,Consciousness Qs (empty),0.16666666666666666,0.5
93,Consciousness Qs (consciousness),0.16666666666666666,0.5
93,Chakras Qs (empty),0.8333333333333334,0.5
93,Chakras Qs (chakras),0.5,0.5
94,Generic Qs (empty),0.5,0.5
94,Generic Qs (chakras),0.5,0.5
94,Consciousness Qs (empty),0.8333333333333334,0.5
94,Consciousness Qs (consciousness),0.8333333333333334,0.5
94,Chakras Qs (empty),0.5833333333333334,0.5
94,Chakras Qs (chakras),0.5,0.5
95,Generic Qs (empty),0.5,0.5
95,Generic Qs (chakras),0.5,0.5
95,Consciousness Qs (empty),0.16666666666666666,0.5
95,Consciousness Qs (consciousness),0.16666666666666666,0.5
95,Chakras Qs (empty),0.5833333333333334,0.5
95,Chakras Qs (chakras),0.5,0.5
96,Generic Qs (empty),0.5,0.5
96,Generic Qs (chakras),0.5,0.5
96,Consciousness Qs (empty),0.16666666666666666,0.5
96,Consciousness Qs (consciousness),0.16666666666666666,0.5
96,Chakras Qs (empty),0.5833333333333334,0.5
96,Chakras Qs (chakras),0.5,0.5
97,Generic Qs (empty),0.5,0.5
97,Generic Qs (chakras),0.5,0.5
97,Consciousness Qs (empty),0.16666666666666666,0.5
97,Consciousness Qs (consciousness),0.16666666666666666,0.5
97,Chakras Qs (empty),0.5833333333333334,0.5
97,Chakras Qs (chakras),0.5,0.5
98,Generic Qs (empty),0.5,0.5
