layer,question_set,answer_type,score,decodable
11,Context-relevant,nonfactual,10.441185612255033,False
11,Context-relevant,factual,7.221826681847183,False
11,Context-relevant,factual,8.375443680329903,False
11,Context-relevant,nonfactual,6.498779290980117,False
12,Generic,factual,5.143217352512861,False
12,Generic,nonfactual,5.531671797891536,False
12,Generic,nonfactual,5.776521236983967,False
12,Generic,factual,5.467419266250475,False
12,Generic,nonfactual,5.995134543327563,False
12,Generic,factual,5.110767405132394,False
12,Generic,factual,5.810102002370531,False
12,Generic,nonfactual,5.013656768529894,False
12,Context-relevant,nonfactual,4.067908453073773,False
12,Context-relevant,factual,5.501365853364996,False
12,Context-relevant,nonfactual,2.3281597984771194,False
12,Context-relevant,factual,5.67847083525003,False
12,Context-relevant,nonfactual,9.857676854942486,False
12,Context-relevant,factual,5.533773173672021,False
12,Context-relevant,nonfactual,5.762150510361082,False
12,Context-relevant,factual,5.383670302242635,False
12,Context-relevant,nonfactual,8.382156521394048,False
12,Context-relevant,factual,5.827470536527686,False
12,Context-relevant,factual,6.4811020841369755,False
12,Context-relevant,nonfactual,4.687075205257198,False
13,Generic,factual,3.0802282313839537,False
13,Generic,nonfactual,3.6074697641303124,False
13,Generic,nonfactual,4.111791197857169,False
13,Generic,factual,3.771808614414372,False
13,Generic,nonfactual,4.468406621379462,False
13,Generic,factual,3.5094168719337517,False
13,Generic,factual,4.0859649801750155,False
13,Generic,nonfactual,3.1028757348912395,False
13,Context-relevant,nonfactual,2.7118893692840533,False
13,Context-relevant,factual,3.9884152262021306,False
13,Context-relevant,nonfactual,0.5555700007496831,False
13,Context-relevant,factual,3.868185450502719,False
13,Context-relevant,nonfactual,7.943901584761744,False
13,Context-relevant,factual,4.054533897380902,False
13,Context-relevant,nonfactual,4.009440539746267,False
13,Context-relevant,factual,3.88207435630303,False
13,Context-relevant,nonfactual,6.658381785741688,False
13,Context-relevant,factual,4.747292307478971,False
13,Context-relevant,factual,4.63124193375058,False
13,Context-relevant,nonfactual,2.9044297702974196,False
14,Generic,factual,5.040768682080359,False
14,Generic,nonfactual,4.631705491575375,False
14,Generic,nonfactual,6.646958579748457,False
14,Generic,factual,4.83906090491831,False
14,Generic,nonfactual,6.536908421663553,False
14,Generic,factual,4.93638198683233,False
14,Generic,factual,6.2559294415255815,False
14,Generic,nonfactual,4.502709764384314,False
14,Context-relevant,nonfactual,4.764966714149577,False
14,Context-relevant,factual,5.075395921501213,False
14,Context-relevant,nonfactual,3.3285972336288228,False
14,Context-relevant,factual,5.089948800693475,False
14,Context-relevant,nonfactual,8.656350014486371,False
14,Context-relevant,factual,5.438203887753739,False
14,Context-relevant,nonfactual,6.19445620678797,False
14,Context-relevant,factual,4.926835967337251,False
14,Context-relevant,nonfactual,7.703867437796371,False
14,Context-relevant,factual,5.6180035315621915,False
14,Context-relevant,factual,6.740940007316952,False
14,Context-relevant,nonfactual,3.9105819518977256,False
15,Generic,factual,5.928847263601572,False
15,Generic,nonfactual,5.848861788496311,False
15,Generic,nonfactual,7.181571072648518,False
15,Generic,factual,6.194218737750343,False
15,Generic,nonfactual,7.2999864224203765,False
15,Generic,factual,6.180502971166142,False
15,Generic,factual,7.151935816641208,False
15,Generic,nonfactual,5.684473858398472,False
15,Context-relevant,nonfactual,5.64168619508337,False
15,Context-relevant,factual,6.48839851763995,False
15,Context-relevant,nonfactual,3.8105870863137494,False
15,Context-relevant,factual,6.388305976172811,False
15,Context-relevant,nonfactual,9.848947028099735,False
15,Context-relevant,factual,6.451885090642687,False
15,Context-relevant,nonfactual,7.076757380557963,False
15,Context-relevant,factual,6.62752956355137,False
15,Context-relevant,nonfactual,8.74139993287281,False
15,Context-relevant,factual,6.637743765548932,False
15,Context-relevant,factual,7.734631075444235,False
15,Context-relevant,nonfactual,5.288693047520644,False
16,Generic,factual,6.905454138619122,False
16,Generic,nonfactual,8.013081745131258,False
16,Generic,nonfactual,8.712512459420498,False
16,Generic,factual,8.275095917125375,False
16,Generic,nonfactual,9.067135565065582,False
16,Generic,factual,8.065392659611993,False
16,Generic,factual,8.42336234484966,False
16,Generic,nonfactual,7.722318668603411,False
16,Context-relevant,nonfactual,6.904668038712873,False
16,Context-relevant,factual,8.492997222610839,False
16,Context-relevant,nonfactual,4.980610042813726,False
16,Context-relevant,factual,8.429550219306565,False
16,Context-relevant,nonfactual,11.364295359498401,False
16,Context-relevant,factual,7.918945170078329,False
16,Context-relevant,nonfactual,8.543505420031128,False
16,Context-relevant,factual,8.539902324906922,False
16,Context-relevant,nonfactual,10.407335346180968,False
16,Context-relevant,factual,7.730834394557292,False
16,Context-relevant,factual,9.911650783580065,False
16,Context-relevant,nonfactual,7.374070349071876,False
17,Generic,factual,6.6143627965684,False
17,Generic,nonfactual,7.136523704644343,False
17,Generic,nonfactual,8.679619801294367,False
17,Generic,factual,7.289031607922201,False
17,Generic,nonfactual,8.778449138311636,False
17,Generic,factual,7.083292677851893,False
17,Generic,factual,8.210509020428406,False
17,Generic,nonfactual,6.934579271138652,False
17,Context-relevant,nonfactual,6.519593550594294,False
17,Context-relevant,factual,7.695592551732304,False
17,Context-relevant,nonfactual,4.889208682066153,False
17,Context-relevant,factual,7.549103524393506,False
17,Context-relevant,nonfactual,10.578152743337002,False
17,Context-relevant,factual,6.929120184739132,False
17,Context-relevant,nonfactual,8.064999888108071,False
17,Context-relevant,factual,7.4637834653997785,False
17,Context-relevant,nonfactual,9.819591749686644,False
17,Context-relevant,factual,6.902675582056836,False
17,Context-relevant,factual,9.414445191386918,False
17,Context-relevant,nonfactual,6.397706785467319,False
18,Generic,factual,5.425122444579498,False
18,Generic,nonfactual,7.160800993836572,False
18,Generic,nonfactual,7.8136536311002756,False
18,Generic,factual,7.08365942910218,False
18,Generic,nonfactual,7.549525201417975,False
18,Generic,factual,6.910251640662656,False
18,Generic,factual,6.911958853055367,False
18,Generic,nonfactual,6.719999036875323,False
18,Context-relevant,nonfactual,5.166235239819824,False
18,Context-relevant,factual,7.481826752883191,False
18,Context-relevant,nonfactual,3.5900097360791086,False
18,Context-relevant,factual,7.569428129273921,False
18,Context-relevant,nonfactual,9.273757760614622,False
18,Context-relevant,factual,6.932501378849322,False
18,Context-relevant,nonfactual,7.162751163800176,False
18,Context-relevant,factual,7.163425353365795,False
18,Context-relevant,nonfactual,8.836822535261087,False
18,Context-relevant,factual,6.7943927049034984,False
18,Context-relevant,factual,8.793432774110647,False
18,Context-relevant,nonfactual,6.267922245204536,False
19,Generic,factual,6.128803107873828,False
19,Generic,nonfactual,5.975960462096919,False
19,Generic,nonfactual,7.869252247944079,False
19,Generic,factual,5.907920783287908,False
19,Generic,nonfactual,7.745308222828765,False
19,Generic,factual,5.705721849943155,False
19,Generic,factual,7.47208359555445,False
19,Generic,nonfactual,5.34325449385368,False
19,Context-relevant,nonfactual,5.534182053168869,False
19,Context-relevant,factual,6.366440967879141,False
19,Context-relevant,nonfactual,4.046289112395279,False
19,Context-relevant,factual,6.41337766972288,False
19,Context-relevant,nonfactual,9.35756602022946,False
19,Context-relevant,factual,5.9048875374128595,False
19,Context-relevant,nonfactual,7.742975202603385,False
19,Context-relevant,factual,6.0184703608041925,False
19,Context-relevant,nonfactual,9.02613875066924,False
19,Context-relevant,factual,5.608841449444327,False
19,Context-relevant,factual,9.15106946091549,False
19,Context-relevant,nonfactual,4.916985433119661,False
20,Generic,factual,5.843545884804609,False
20,Generic,nonfactual,6.438921286060621,False
20,Generic,nonfactual,8.261028971473511,False
20,Generic,factual,6.656267198351924,False
20,Generic,nonfactual,7.788317777841784,False
20,Generic,factual,6.7143960208656,False
20,Generic,factual,7.421260559852975,False
20,Generic,nonfactual,6.001366086828431,False
20,Context-relevant,nonfactual,5.6485126763174245,False
20,Context-relevant,factual,6.932142284985789,False
20,Context-relevant,nonfactual,4.078457183102958,False
20,Context-relevant,factual,6.78283745201847,False
20,Context-relevant,nonfactual,9.482591776236585,False
20,Context-relevant,factual,6.774543192767206,False
20,Context-relevant,nonfactual,7.869260765531215,False
20,Context-relevant,factual,6.597127239061318,False
20,Context-relevant,nonfactual,8.944625614139094,False
20,Context-relevant,factual,6.457569745869342,False
20,Context-relevant,factual,9.034095656567109,False
20,Context-relevant,nonfactual,5.503373332646537,False
21,Generic,factual,5.45646513157228,False
21,Generic,nonfactual,4.57657109803446,False
21,Generic,nonfactual,8.151328967595976,False
21,Generic,factual,5.118684807029373,False
21,Generic,nonfactual,7.897675250925606,False
21,Generic,factual,5.16585972409412,False
21,Generic,factual,7.023536054465472,False
21,Generic,nonfactual,4.4033993432028895,False
21,Context-relevant,nonfactual,5.454745039251842,False
21,Context-relevant,factual,5.237003225109525,False
21,Context-relevant,nonfactual,3.491624301178871,False
21,Context-relevant,factual,4.914454646652756,False
21,Context-relevant,nonfactual,8.9746489468309,False
21,Context-relevant,factual,4.8381087822144515,False
21,Context-relevant,nonfactual,7.972721273677447,False
21,Context-relevant,factual,4.8767471156818205,False
21,Context-relevant,nonfactual,8.45643844120852,False
21,Context-relevant,factual,4.495227734798307,False
21,Context-relevant,factual,8.533017556813672,False
21,Context-relevant,nonfactual,3.9447541790852227,False
22,Generic,factual,5.126881659180288,False
22,Generic,nonfactual,5.10885552655765,False
22,Generic,nonfactual,7.935927779784477,False
22,Generic,factual,5.314735958314692,False
22,Generic,nonfactual,7.628202247259581,False
22,Generic,factual,5.256585254546781,False
22,Generic,factual,6.7374669634307,False
22,Generic,nonfactual,4.583889329096318,False
22,Context-relevant,nonfactual,5.436541350786136,False
22,Context-relevant,factual,5.825500078123077,False
22,Context-relevant,nonfactual,3.371727934038901,False
22,Context-relevant,factual,5.3420069533915795,False
22,Context-relevant,nonfactual,7.682047612018025,False
22,Context-relevant,factual,4.682031762157698,False
22,Context-relevant,nonfactual,7.66809421418066,False
22,Context-relevant,factual,5.426692327056475,False
22,Context-relevant,nonfactual,7.540153724789345,False
22,Context-relevant,factual,4.442401012681279,False
22,Context-relevant,factual,8.214644554601783,False
22,Context-relevant,nonfactual,4.161620131405914,False
23,Generic,factual,3.7963217123108213,False
23,Generic,nonfactual,5.721214519466535,False
23,Generic,nonfactual,7.0853584259888525,False
23,Generic,factual,5.590488195669259,False
23,Generic,nonfactual,6.658254611795394,False
23,Generic,factual,5.486848774614989,False
23,Generic,factual,5.602695404433444,False
23,Generic,nonfactual,4.977592896265548,False
23,Context-relevant,nonfactual,4.161792513528007,False
23,Context-relevant,factual,6.050313386480866,False
23,Context-relevant,nonfactual,2.180890899140141,False
23,Context-relevant,factual,5.614003955825222,False
23,Context-relevant,nonfactual,6.457707208206573,False
23,Context-relevant,factual,5.06490029827326,False
23,Context-relevant,nonfactual,6.692562504780274,False
23,Context-relevant,factual,5.5789937214849274,False
23,Context-relevant,nonfactual,6.166490350606677,False
23,Context-relevant,factual,4.86823120308912,False
23,Context-relevant,factual,6.883651688298192,False
23,Context-relevant,nonfactual,4.260690977746489,False
24,Generic,factual,5.347978515676675,False
24,Generic,nonfactual,6.069677260132653,False
24,Generic,nonfactual,8.159447674971132,False
24,Generic,factual,5.5367275636501345,False
24,Generic,nonfactual,7.6090423105158616,False
24,Generic,factual,5.365260976988885,False
24,Generic,factual,6.61991627594356,False
24,Generic,nonfactual,5.030067261482119,False
24,Context-relevant,nonfactual,5.484910199333171,False
24,Context-relevant,factual,6.189528556505322,False
24,Context-relevant,nonfactual,3.539969903059769,False
24,Context-relevant,factual,5.907442637603496,False
24,Context-relevant,nonfactual,7.728117454654598,False
24,Context-relevant,factual,5.244478134531838,False
24,Context-relevant,nonfactual,7.581533610191999,False
24,Context-relevant,factual,5.606621515540554,False
24,Context-relevant,nonfactual,7.360811217182122,False
24,Context-relevant,factual,5.152740644690398,False
24,Context-relevant,factual,7.882964720309959,False
24,Context-relevant,nonfactual,4.128151525296694,False
25,Generic,factual,4.704834998093476,False
25,Generic,nonfactual,5.700437529069604,False
25,Generic,nonfactual,7.057552121351109,False
25,Generic,factual,5.254138675355908,False
25,Generic,nonfactual,6.626974454493172,False
25,Generic,factual,5.206508721865126,False
25,Generic,factual,5.990706775178476,False
25,Generic,nonfactual,4.613728569731431,False
25,Context-relevant,nonfactual,4.978518384224674,False
25,Context-relevant,factual,5.806257030736545,False
25,Context-relevant,nonfactual,3.0112611330100525,False
25,Context-relevant,factual,5.403808904549611,False
25,Context-relevant,nonfactual,6.823705347014477,False
25,Context-relevant,factual,5.094020174099193,False
25,Context-relevant,nonfactual,6.732229644698081,False
25,Context-relevant,factual,5.465207093702583,False
25,Context-relevant,nonfactual,6.290930431154069,False
25,Context-relevant,factual,4.838606039042008,False
25,Context-relevant,factual,6.834286124739835,False
25,Context-relevant,nonfactual,3.924509932504207,False
26,Generic,factual,3.6729337234990305,False
26,Generic,nonfactual,5.379766172281437,False
26,Generic,nonfactual,6.512380022849727,False
26,Generic,factual,4.96496073404477,False
26,Generic,nonfactual,6.015577683279524,False
26,Generic,factual,5.277193628887952,False
26,Generic,factual,5.135890189640055,False
26,Generic,nonfactual,4.298205188070366,False
26,Context-relevant,nonfactual,4.365174405734006,False
26,Context-relevant,factual,5.594188610503721,False
26,Context-relevant,nonfactual,2.322440235305747,False
26,Context-relevant,factual,5.1268108982032174,False
26,Context-relevant,nonfactual,5.527404299993207,False
26,Context-relevant,factual,4.830045280477588,False
26,Context-relevant,nonfactual,6.169580026874048,False
26,Context-relevant,factual,5.214244216178987,False
26,Context-relevant,nonfactual,5.460267958113966,False
26,Context-relevant,factual,4.790608939253733,False
26,Context-relevant,factual,5.9832322664728,False
26,Context-relevant,nonfactual,3.912627339586736,False
27,Generic,factual,3.3401631659613638,False
27,Generic,nonfactual,5.239326213139476,False
27,Generic,nonfactual,6.030202337227708,False
27,Generic,factual,4.985666023902496,False
27,Generic,nonfactual,5.382971957893185,False
27,Generic,factual,5.286975522650129,False
27,Generic,factual,4.781495140331557,False
27,Generic,nonfactual,4.214631337134774,False
27,Context-relevant,nonfactual,4.064841693838063,False
27,Context-relevant,factual,5.534168079330731,False
27,Context-relevant,nonfactual,1.9835391672092075,False
27,Context-relevant,factual,5.047489824489781,False
27,Context-relevant,nonfactual,5.073383397090978,False
27,Context-relevant,factual,4.904897192338717,False
27,Context-relevant,nonfactual,5.694797222294161,False
27,Context-relevant,factual,5.250352733815069,False
27,Context-relevant,nonfactual,4.875971599148025,False
27,Context-relevant,factual,4.640708778140697,False
27,Context-relevant,factual,5.3927976424684285,False
27,Context-relevant,nonfactual,4.225470288592453,False
28,Generic,factual,2.8124573372813,False
28,Generic,nonfactual,4.8604575169092925,False
28,Generic,nonfactual,5.610059918416176,False
28,Generic,factual,4.641829089193566,False
28,Generic,nonfactual,5.173094470309381,False
28,Generic,factual,4.72412026238905,False
28,Generic,factual,4.347690917811735,False
28,Generic,nonfactual,3.4842948236021787,False
28,Context-relevant,nonfactual,3.3403399433296155,False
28,Context-relevant,factual,4.906888255458385,False
28,Context-relevant,nonfactual,1.442604628225875,False
28,Context-relevant,factual,4.441036169862842,False
28,Context-relevant,nonfactual,4.709412849826979,False
28,Context-relevant,factual,4.357567330297686,False
28,Context-relevant,nonfactual,5.132729284149029,False
28,Context-relevant,factual,4.609365646102583,False
28,Context-relevant,nonfactual,4.557956029118856,False
28,Context-relevant,factual,4.362201608622428,False
28,Context-relevant,factual,4.854183882727435,False
28,Context-relevant,nonfactual,3.7445728613156213,False
29,Generic,factual,2.381765582616843,False
29,Generic,nonfactual,3.370010363871282,False
29,Generic,nonfactual,5.446839091693453,False
29,Generic,factual,3.2672740495752266,False
29,Generic,nonfactual,4.788064873344661,False
29,Generic,factual,3.378703069097917,False
29,Generic,factual,3.9138598828630604,False
29,Generic,nonfactual,2.2675716501240855,False
29,Context-relevant,nonfactual,2.745400107981132,False
29,Context-relevant,factual,3.3777312584023957,False
29,Context-relevant,nonfactual,1.158191040856143,False
29,Context-relevant,factual,3.0123743695034304,False
29,Context-relevant,nonfactual,4.097812618066114,False
29,Context-relevant,factual,2.8600617984587737,False
29,Context-relevant,nonfactual,5.090434734628562,False
29,Context-relevant,factual,3.020003343789858,False
29,Context-relevant,nonfactual,3.9276492516153168,False
29,Context-relevant,factual,2.8874634006138775,False
29,Context-relevant,factual,4.556173309459691,False
29,Context-relevant,nonfactual,2.1726460163194035,False
30,Generic,factual,2.234148858031592,False
30,Generic,nonfactual,2.5873416623443584,False
30,Generic,nonfactual,5.1037920259537115,False
30,Generic,factual,2.236333767748197,False
30,Generic,nonfactual,4.219905527406905,False
30,Generic,factual,2.4574429720586957,False
30,Generic,factual,3.5133222169793177,False
30,Generic,nonfactual,1.582289734869801,False
30,Context-relevant,nonfactual,2.2193481400964123,False
30,Context-relevant,factual,2.695844279577767,False
30,Context-relevant,nonfactual,1.256273171340372,False
30,Context-relevant,factual,2.4073432726020845,False
30,Context-relevant,nonfactual,3.9197818659186585,False
30,Context-relevant,factual,1.6886628158206105,False
30,Context-relevant,nonfactual,4.967113254033357,False
30,Context-relevant,factual,2.263581845345367,False
30,Context-relevant,nonfactual,3.792166256903268,False
30,Context-relevant,factual,1.5574523323045164,False
30,Context-relevant,factual,4.231207067313259,False
30,Context-relevant,nonfactual,0.9327011209651519,False
31,Generic,factual,1.6676456611133825,False
