layer,question_set,answer_type,score,decodable
3,Context-relevant,factual,-1.0165466510137968,False
3,Context-relevant,factual,-1.372102343867133,False
3,Context-relevant,nonfactual,-0.38978468856328363,False
3,Context-relevant,nonfactual,-0.13919026056551956,False
3,Context-relevant,factual,0.6196223431310066,False
3,Context-relevant,factual,-1.3887791914545262,False
3,Context-relevant,nonfactual,0.3560693509636337,False
4,Generic,factual,-3.4613859561825793,False
4,Generic,nonfactual,-2.559544393217048,False
4,Generic,nonfactual,-4.426139132448469,False
4,Generic,factual,-1.8248968853871017,False
4,Generic,nonfactual,-4.246601200750479,False
4,Generic,factual,-1.8665447812927558,False
4,Generic,factual,-3.964130241289822,False
4,Generic,nonfactual,-2.386253418877764,False
4,Context-relevant,nonfactual,-3.9478594064128973,False
4,Context-relevant,factual,-1.4562867943612403,False
4,Context-relevant,nonfactual,-4.903962455412479,False
4,Context-relevant,factual,-1.15666330201765,False
4,Context-relevant,nonfactual,-4.236443265836474,False
4,Context-relevant,factual,-2.0263775582611014,False
4,Context-relevant,factual,-4.809549211767311,False
4,Context-relevant,nonfactual,-1.6617385909191096,False
4,Context-relevant,nonfactual,-3.780101156955572,False
4,Context-relevant,factual,-0.574264862902512,False
4,Context-relevant,factual,-5.086562566664983,False
4,Context-relevant,nonfactual,-0.8856562076965526,False
5,Generic,factual,-0.05257518605090426,False
5,Generic,nonfactual,0.6952095411441943,False
5,Generic,nonfactual,-0.4208468942907859,False
5,Generic,factual,0.6761805622426951,False
5,Generic,nonfactual,-0.49752041265326685,False
5,Generic,factual,0.4572539644415261,False
5,Generic,factual,-0.5826253277285824,False
5,Generic,nonfactual,0.886940761985532,False
5,Context-relevant,nonfactual,-0.10496712872676882,False
5,Context-relevant,factual,0.7092947886462613,False
5,Context-relevant,nonfactual,-0.3451210537517029,False
5,Context-relevant,factual,0.4634016757546646,False
5,Context-relevant,nonfactual,-0.18617120700179554,False
5,Context-relevant,factual,1.3174465397953818,False
5,Context-relevant,factual,-0.2047067831004947,False
5,Context-relevant,nonfactual,0.5203023881060005,False
5,Context-relevant,nonfactual,0.559688355048362,False
5,Context-relevant,factual,1.1986920056890003,False
5,Context-relevant,factual,-0.43935456368870196,False
5,Context-relevant,nonfactual,1.100111122788417,False
6,Generic,factual,-6.1711216994046785,False
6,Generic,nonfactual,-3.350354333742771,False
6,Generic,nonfactual,-6.762887389487194,False
6,Generic,factual,-2.995055063687381,False
6,Generic,nonfactual,-6.973611454768187,False
6,Generic,factual,-3.1052869365723135,False
6,Generic,factual,-6.723152147551333,False
6,Generic,nonfactual,-3.515986336304567,False
6,Context-relevant,nonfactual,-6.6119616590474894,False
6,Context-relevant,factual,-3.1603996754287453,False
6,Context-relevant,nonfactual,-6.2876049580735245,False
6,Context-relevant,factual,-3.4487713989942206,False
6,Context-relevant,nonfactual,-6.211305122598152,False
6,Context-relevant,factual,-2.775765156196654,False
6,Context-relevant,factual,-6.235589415259772,False
6,Context-relevant,nonfactual,-3.0953021820012254,False
6,Context-relevant,nonfactual,-5.5949087815157545,False
6,Context-relevant,factual,-2.859165901315262,False
6,Context-relevant,factual,-6.631601718311127,False
6,Context-relevant,nonfactual,-3.0329490076325007,False
7,Generic,factual,-3.868928042829777,False
7,Generic,nonfactual,-3.6626956490906077,False
7,Generic,nonfactual,-5.292092599719182,False
7,Generic,factual,-3.1750894594457515,False
7,Generic,nonfactual,-5.162826049827202,False
7,Generic,factual,-2.9523703343628473,False
7,Generic,factual,-4.69562150083501,False
7,Generic,nonfactual,-3.845950080685295,False
7,Context-relevant,nonfactual,-5.0763168383797845,False
7,Context-relevant,factual,-3.1790770486243836,False
7,Context-relevant,nonfactual,-4.766463698359296,False
7,Context-relevant,factual,-3.8045643707400116,False
7,Context-relevant,nonfactual,-4.825097158312095,False
7,Context-relevant,factual,-3.2711907349054754,False
7,Context-relevant,factual,-4.879992062533027,False
7,Context-relevant,nonfactual,-2.966008781760217,False
7,Context-relevant,nonfactual,-4.64156489211753,False
7,Context-relevant,factual,-3.18228869829057,False
7,Context-relevant,factual,-5.570024585591693,False
7,Context-relevant,nonfactual,-2.661909994481765,False
8,Generic,factual,-3.6162606288839676,False
8,Generic,nonfactual,-3.1669260489163453,False
8,Generic,nonfactual,-6.0198866996241165,False
8,Generic,factual,-1.3468317164115557,False
8,Generic,nonfactual,-5.96918842051834,False
8,Generic,factual,-1.4033312586914097,False
8,Generic,factual,-4.90832912002271,False
8,Generic,nonfactual,-2.7752803583248316,False
8,Context-relevant,nonfactual,-5.697840821528201,False
8,Context-relevant,factual,-1.7467539726698762,False
8,Context-relevant,nonfactual,-4.237131976607596,False
8,Context-relevant,factual,-2.8868757696648863,False
8,Context-relevant,nonfactual,-4.352234193617163,False
8,Context-relevant,factual,-2.807864075040085,False
8,Context-relevant,factual,-3.9478753329435747,False
8,Context-relevant,nonfactual,-2.1566783496197433,False
8,Context-relevant,nonfactual,-4.930980264561981,False
8,Context-relevant,factual,-2.2604944515411947,False
8,Context-relevant,factual,-5.47552059867435,False
8,Context-relevant,nonfactual,-1.354975972260125,False
9,Generic,factual,-4.087330878533196,False
9,Generic,nonfactual,-1.4923479208412362,False
9,Generic,nonfactual,-6.385513115265421,False
9,Generic,factual,-0.41940224260845005,False
9,Generic,nonfactual,-6.437284134891192,False
9,Generic,factual,0.009634993715136077,False
9,Generic,factual,-5.556643089868888,False
9,Generic,nonfactual,-1.0938704975804356,False
9,Context-relevant,nonfactual,-6.513836275899649,False
9,Context-relevant,factual,-0.6118312489922189,False
9,Context-relevant,nonfactual,-4.894596236769798,False
9,Context-relevant,factual,-1.14159412858496,False
9,Context-relevant,nonfactual,-4.41391136075613,False
9,Context-relevant,factual,-1.294389740553278,False
9,Context-relevant,factual,-3.906037959205295,False
9,Context-relevant,nonfactual,-0.2750920721143202,False
9,Context-relevant,nonfactual,-5.81594405409991,False
9,Context-relevant,factual,-0.46520909869397986,False
9,Context-relevant,factual,-6.200255346550122,False
9,Context-relevant,nonfactual,-0.03456500775805129,False
10,Generic,factual,-4.995870676826608,False
10,Generic,nonfactual,-3.1935713116808455,False
10,Generic,nonfactual,-7.454190927118282,False
10,Generic,factual,-1.7286966298344353,False
10,Generic,nonfactual,-7.593720146335976,False
10,Generic,factual,-1.68106012685092,False
10,Generic,factual,-6.439820107846534,False
10,Generic,nonfactual,-2.4274966027254488,False
10,Context-relevant,nonfactual,-7.154779869688608,False
10,Context-relevant,factual,-2.2883270110305105,False
10,Context-relevant,nonfactual,-6.4024565522175685,False
10,Context-relevant,factual,-2.8755900266724113,False
10,Context-relevant,nonfactual,-5.585369851318744,False
10,Context-relevant,factual,-3.2767932109805655,False
10,Context-relevant,factual,-5.678862607477917,False
10,Context-relevant,nonfactual,-2.090600744830596,False
10,Context-relevant,nonfactual,-7.047992274008025,False
10,Context-relevant,factual,-2.1985327529919894,False
10,Context-relevant,factual,-7.434847527713979,False
10,Context-relevant,nonfactual,-1.8802671158274635,False
11,Generic,factual,-4.943058316670635,False
11,Generic,nonfactual,-3.0884046148536846,False
11,Generic,nonfactual,-8.156348139876643,False
11,Generic,factual,-2.2837116857487407,False
11,Generic,nonfactual,-8.369390611485214,False
11,Generic,factual,-2.3179228083718666,False
11,Generic,factual,-6.895903264132439,False
11,Generic,nonfactual,-2.728105655514794,False
11,Context-relevant,nonfactual,-7.92433244141706,False
11,Context-relevant,factual,-3.414301657278492,False
11,Context-relevant,nonfactual,-6.726211972096655,False
11,Context-relevant,factual,-3.2407522931385335,False
11,Context-relevant,nonfactual,-6.917302186169938,False
11,Context-relevant,factual,-2.8766126204507727,False
11,Context-relevant,factual,-5.833033794844749,False
11,Context-relevant,nonfactual,-1.8630779092266752,False
11,Context-relevant,nonfactual,-7.439046871716331,False
11,Context-relevant,factual,-2.501462253812591,False
11,Context-relevant,factual,-8.497172545494761,False
11,Context-relevant,nonfactual,-2.4608139620780967,False
12,Generic,factual,-4.141964664558566,False
12,Generic,nonfactual,-4.666108830495001,False
12,Generic,nonfactual,-7.718578925767764,False
12,Generic,factual,-3.421443826664189,False
12,Generic,nonfactual,-8.012710275160956,False
12,Generic,factual,-3.2028752992978604,False
12,Generic,factual,-6.247099986158476,False
12,Generic,nonfactual,-3.776820604707193,False
12,Context-relevant,nonfactual,-7.614137994024333,False
12,Context-relevant,factual,-4.290971537334011,False
12,Context-relevant,nonfactual,-5.9726061689137815,False
12,Context-relevant,factual,-3.7085910496147334,False
12,Context-relevant,nonfactual,-5.7231407813069985,False
12,Context-relevant,factual,-3.782333421141009,False
12,Context-relevant,factual,-4.99748997974295,False
12,Context-relevant,nonfactual,-2.7180402747386565,False
12,Context-relevant,nonfactual,-6.588281233811476,False
12,Context-relevant,factual,-3.23295355976924,False
12,Context-relevant,factual,-7.679332847271159,False
12,Context-relevant,nonfactual,-2.892718656716457,False
13,Generic,factual,-3.99781611362046,False
13,Generic,nonfactual,-5.355620942959357,False
13,Generic,nonfactual,-6.669667138177755,False
13,Generic,factual,-3.5516505386792026,False
13,Generic,nonfactual,-7.096636720732303,False
13,Generic,factual,-3.5522909293688043,False
13,Generic,factual,-5.781804953731557,False
13,Generic,nonfactual,-4.554993490435228,False
13,Context-relevant,nonfactual,-7.002406865693814,False
13,Context-relevant,factual,-4.281320369721187,False
13,Context-relevant,nonfactual,-5.503751639577282,False
13,Context-relevant,factual,-3.973876174464264,False
13,Context-relevant,nonfactual,-5.398235092139866,False
13,Context-relevant,factual,-4.3927886106089975,False
13,Context-relevant,factual,-4.528841808436382,False
13,Context-relevant,nonfactual,-3.1600733262281446,False
13,Context-relevant,nonfactual,-6.085864482002741,False
13,Context-relevant,factual,-3.541417328539586,False
13,Context-relevant,factual,-7.082556658743366,False
13,Context-relevant,nonfactual,-2.9935492833540467,False
14,Generic,factual,-2.254128786991294,False
14,Generic,nonfactual,-4.13649022060264,False
14,Generic,nonfactual,-5.10702827931198,False
14,Generic,factual,-2.3466132871213663,False
14,Generic,nonfactual,-5.379588621751261,False
14,Generic,factual,-2.2810433374378527,False
14,Generic,factual,-3.6883524857696957,False
14,Generic,nonfactual,-3.488125788537019,False
14,Context-relevant,nonfactual,-5.045272431941664,False
14,Context-relevant,factual,-3.003143095828978,False
14,Context-relevant,nonfactual,-4.274805001538172,False
14,Context-relevant,factual,-2.4151145028272025,False
14,Context-relevant,nonfactual,-4.056918769495948,False
14,Context-relevant,factual,-3.0669765837486627,False
14,Context-relevant,factual,-2.9648091694617906,False
14,Context-relevant,nonfactual,-2.014641959387965,False
14,Context-relevant,nonfactual,-4.6453079212930755,False
14,Context-relevant,factual,-1.8203204954682315,False
14,Context-relevant,factual,-5.731874210980123,False
14,Context-relevant,nonfactual,-1.6760388578043144,False
15,Generic,factual,0.08417347768535173,False
15,Generic,nonfactual,-0.3691061620703569,False
15,Generic,nonfactual,-2.579746353525184,False
15,Generic,factual,0.5352553863384812,False
15,Generic,nonfactual,-3.0172858469023542,False
15,Generic,factual,1.0191860212401684,False
15,Generic,factual,-1.2174821714866069,False
15,Generic,nonfactual,0.04874825210996976,False
15,Context-relevant,nonfactual,-2.570423928907718,False
15,Context-relevant,factual,0.06440732091456099,False
15,Context-relevant,nonfactual,-1.704233122978356,False
15,Context-relevant,factual,0.5792210133726763,False
15,Context-relevant,nonfactual,-1.4273104227059898,False
15,Context-relevant,factual,-0.21192032826224708,False
15,Context-relevant,factual,-0.5198939400149258,False
15,Context-relevant,nonfactual,0.9459119509029297,False
15,Context-relevant,nonfactual,-1.7588715125908452,False
15,Context-relevant,factual,0.8417775055313008,False
15,Context-relevant,factual,-3.2251828329557597,False
15,Context-relevant,nonfactual,0.9550801288434971,False
16,Generic,factual,-1.8620405195288519,False
16,Generic,nonfactual,-1.5504978421652313,False
16,Generic,nonfactual,-3.978146051017313,False
16,Generic,factual,-0.3363661712955254,False
16,Generic,nonfactual,-4.5956938937944924,False
16,Generic,factual,0.1766790865943174,False
16,Generic,factual,-3.014039822796172,False
16,Generic,nonfactual,-1.117615168964654,False
16,Context-relevant,nonfactual,-4.440547849826722,False
16,Context-relevant,factual,-1.0548651755817877,False
16,Context-relevant,nonfactual,-3.0827358790925805,False
16,Context-relevant,factual,-0.8563368351163138,False
16,Context-relevant,nonfactual,-3.082045884085437,False
16,Context-relevant,factual,-1.5945322022869197,False
16,Context-relevant,factual,-1.9562879955222017,False
16,Context-relevant,nonfactual,-1.0274265331687578,False
16,Context-relevant,nonfactual,-3.132433547540235,False
16,Context-relevant,factual,-0.023447980132746613,False
16,Context-relevant,factual,-4.849835212102682,False
16,Context-relevant,nonfactual,-0.23597260208297144,False
17,Generic,factual,-2.7742549596613886,False
17,Generic,nonfactual,-2.386217811795248,False
17,Generic,nonfactual,-4.763550412057046,False
17,Generic,factual,-1.2699212997697285,False
17,Generic,nonfactual,-5.400123700468705,False
17,Generic,factual,-0.7312219040901886,False
17,Generic,factual,-3.758278075907229,False
17,Generic,nonfactual,-2.1042823800616746,False
17,Context-relevant,nonfactual,-5.1933364941118985,False
17,Context-relevant,factual,-1.7504503661323523,False
17,Context-relevant,nonfactual,-4.017612822014999,False
17,Context-relevant,factual,-1.5838597557537815,False
17,Context-relevant,nonfactual,-4.002909301429419,False
17,Context-relevant,factual,-2.8231295834623724,False
17,Context-relevant,factual,-3.1746756736437067,False
17,Context-relevant,nonfactual,-1.926987421433074,False
17,Context-relevant,nonfactual,-3.8718753654270004,False
17,Context-relevant,factual,-0.8692813911264603,False
17,Context-relevant,factual,-5.319946221810874,False
17,Context-relevant,nonfactual,-1.1891381824771912,False
18,Generic,factual,-3.426750896352369,False
18,Generic,nonfactual,-0.8908856066346369,False
18,Generic,nonfactual,-5.850113351921983,False
18,Generic,factual,-0.49454755479735835,False
18,Generic,nonfactual,-6.503556814250279,False
18,Generic,factual,0.4575107149189903,False
18,Generic,factual,-4.495040522803366,False
18,Generic,nonfactual,-0.9398286901795242,False
18,Context-relevant,nonfactual,-6.28248747758517,False
18,Context-relevant,factual,-0.6904417262584958,False
18,Context-relevant,nonfactual,-5.266989971774159,False
18,Context-relevant,factual,-0.7535508423691352,False
18,Context-relevant,nonfactual,-4.721628672223283,False
18,Context-relevant,factual,-2.071644265554983,False
18,Context-relevant,factual,-4.004835474690414,False
18,Context-relevant,nonfactual,-1.4029813279947079,False
18,Context-relevant,nonfactual,-5.299256630783961,False
18,Context-relevant,factual,0.44240396500415324,False
18,Context-relevant,factual,-6.349939899450862,False
18,Context-relevant,nonfactual,-0.20907161304593033,False
19,Generic,factual,-1.771242102855796,False
19,Generic,nonfactual,-3.1086266472888395,False
19,Generic,nonfactual,-3.7319620642612987,False
19,Generic,factual,-2.5309151253521636,False
19,Generic,nonfactual,-4.552076888268242,False
19,Generic,factual,-2.093341631269738,False
19,Generic,factual,-3.0218844209268636,False
19,Generic,nonfactual,-3.6008308066850603,False
19,Context-relevant,nonfactual,-4.26493700929821,False
19,Context-relevant,factual,-2.9500574779859137,False
19,Context-relevant,nonfactual,-3.201585525243885,False
19,Context-relevant,factual,-2.5117727310554465,False
19,Context-relevant,nonfactual,-3.474773955897667,False
19,Context-relevant,factual,-4.407420318104869,False
19,Context-relevant,factual,-2.4004380404740395,False
19,Context-relevant,nonfactual,-3.0946145406482954,False
19,Context-relevant,nonfactual,-3.313804497368392,False
19,Context-relevant,factual,-1.8041151197643777,False
19,Context-relevant,factual,-4.07223579951405,False
19,Context-relevant,nonfactual,-2.4708157108165856,False
20,Generic,factual,-4.612689402889909,False
20,Generic,nonfactual,-5.367714938916511,False
20,Generic,nonfactual,-6.615247695874893,False
20,Generic,factual,-4.601982607604415,False
20,Generic,nonfactual,-7.368699610833515,False
20,Generic,factual,-4.555548513852806,False
20,Generic,factual,-5.6653956967929675,False
20,Generic,nonfactual,-5.992350143874299,False
20,Context-relevant,nonfactual,-7.0953476105815225,False
20,Context-relevant,factual,-5.332095275708006,False
20,Context-relevant,nonfactual,-6.389836428018266,False
20,Context-relevant,factual,-5.19286887072479,False
20,Context-relevant,nonfactual,-6.493449629645088,False
20,Context-relevant,factual,-7.4143312173401155,False
20,Context-relevant,factual,-5.367713932698773,False
20,Context-relevant,nonfactual,-6.137853407990885,False
20,Context-relevant,nonfactual,-6.24870107564414,False
20,Context-relevant,factual,-4.416190956593399,False
20,Context-relevant,factual,-7.196744189942055,False
20,Context-relevant,nonfactual,-5.1770321977231,False
21,Generic,factual,-3.931411336498522,False
21,Generic,nonfactual,-4.479121635242682,False
21,Generic,nonfactual,-6.267699932812878,False
21,Generic,factual,-3.6129687025965813,False
21,Generic,nonfactual,-7.042632297800589,False
21,Generic,factual,-3.616134897521058,False
21,Generic,factual,-5.179609735376161,False
21,Generic,nonfactual,-5.054046975891888,False
21,Context-relevant,nonfactual,-6.548338647345096,False
21,Context-relevant,factual,-4.13854549421687,False
21,Context-relevant,nonfactual,-5.836133550388011,False
21,Context-relevant,factual,-4.677600398756811,False
21,Context-relevant,nonfactual,-6.067446541626927,False
21,Context-relevant,factual,-6.816215868885799,False
21,Context-relevant,factual,-5.078381100536958,False
21,Context-relevant,nonfactual,-5.4173747386686735,False
21,Context-relevant,nonfactual,-5.767267304137757,False
21,Context-relevant,factual,-3.364146624231054,False
21,Context-relevant,factual,-6.404346373316872,False
21,Context-relevant,nonfactual,-4.110658916223125,False
22,Generic,factual,-2.839540652886501,False
22,Generic,nonfactual,-2.5109089743753397,False
22,Generic,nonfactual,-4.893714252579329,False
22,Generic,factual,-2.410348722195093,False
22,Generic,nonfactual,-5.860218678705889,False
22,Generic,factual,-2.2718196457960875,False
22,Generic,factual,-3.8468175162287914,False
22,Generic,nonfactual,-3.554854462676183,False
22,Context-relevant,nonfactual,-5.294265864239834,False
22,Context-relevant,factual,-2.7221567278922154,False
22,Context-relevant,nonfactual,-4.858867144741042,False
22,Context-relevant,factual,-2.6052106356893736,False
22,Context-relevant,nonfactual,-4.283130174162025,False
22,Context-relevant,factual,-4.488978739928031,False
22,Context-relevant,factual,-3.9536971520436595,False
22,Context-relevant,nonfactual,-3.172848197023497,False
22,Context-relevant,nonfactual,-3.9629220894342336,False
22,Context-relevant,factual,-1.8032569651555272,False
22,Context-relevant,factual,-4.906228702988576,False
22,Context-relevant,nonfactual,-2.571138658388422,False
23,Generic,factual,-4.275266517236785,False
23,Generic,nonfactual,-3.6531016584925546,False
23,Generic,nonfactual,-6.434130889221889,False
23,Generic,factual,-2.9885126072645316,False
23,Generic,nonfactual,-7.311157441105013,False
23,Generic,factual,-3.104751134812044,False
23,Generic,factual,-5.323822276754495,False
23,Generic,nonfactual,-4.746370562177431,False
23,Context-relevant,nonfactual,-6.656544610729275,False
23,Context-relevant,factual,-3.0882488161539565,False
23,Context-relevant,nonfactual,-6.52007710504081,False
23,Context-relevant,factual,-3.111160379711874,False
23,Context-relevant,nonfactual,-6.138020248040956,False
23,Context-relevant,factual,-5.433894830026738,False
23,Context-relevant,factual,-5.654574287270826,False
23,Context-relevant,nonfactual,-4.381408988484818,False
23,Context-relevant,nonfactual,-5.595374180874844,False
23,Context-relevant,factual,-2.0159910485232664,False
23,Context-relevant,factual,-6.2461450768393245,False
23,Context-relevant,nonfactual,-2.7263440724662806,False
24,Generic,factual,-5.442370497301245,False
24,Generic,nonfactual,-4.9015626001865416,False
24,Generic,nonfactual,-7.7160508677539115,False
24,Generic,factual,-4.3237289203860145,False
24,Generic,nonfactual,-8.614835168008302,False
24,Generic,factual,-4.3661820696823455,False
24,Generic,factual,-6.6087163739815935,False
24,Generic,nonfactual,-6.10805843326784,False
24,Context-relevant,nonfactual,-7.867249415748161,False
24,Context-relevant,factual,-4.37562511049537,False
24,Context-relevant,nonfactual,-7.832942970250209,False
24,Context-relevant,factual,-4.588307335560882,False
24,Context-relevant,nonfactual,-7.2979692517740355,False
24,Context-relevant,factual,-6.777607714129455,False
24,Context-relevant,factual,-6.998643457867423,False
24,Context-relevant,nonfactual,-5.754833071308564,False
24,Context-relevant,nonfactual,-6.526253191618921,False
24,Context-relevant,factual,-3.351182170024687,False
24,Context-relevant,factual,-7.532326866778821,False
24,Context-relevant,nonfactual,-4.448600052311198,False
25,Generic,factual,-6.45136059976014,False
25,Generic,nonfactual,-5.3563600996497955,False
25,Generic,nonfactual,-8.387039801301466,False
25,Generic,factual,-4.428603001016424,False
25,Generic,nonfactual,-9.268686525972191,False
25,Generic,factual,-4.676452966242167,False
25,Generic,factual,-7.790524687277854,False
25,Generic,nonfactual,-6.6283588938434095,False
25,Context-relevant,nonfactual,-8.921977948955835,False
25,Context-relevant,factual,-4.5499442022563406,False
25,Context-relevant,nonfactual,-8.467644982285089,False
25,Context-relevant,factual,-4.380817338123717,False
25,Context-relevant,nonfactual,-8.348078330119487,False
25,Context-relevant,factual,-6.075502075601423,False
25,Context-relevant,factual,-7.9783283603756,False
25,Context-relevant,nonfactual,-5.401898062709886,False
25,Context-relevant,nonfactual,-7.044802102073098,False
25,Context-relevant,factual,-3.577361237637787,False
25,Context-relevant,factual,-8.242419703591757,False
25,Context-relevant,nonfactual,-4.651324451142408,False
26,Generic,factual,-5.172249284053126,False
26,Generic,nonfactual,-5.641421274642803,False
26,Generic,nonfactual,-7.255628249702007,False
26,Generic,factual,-4.579045028253313,False
26,Generic,nonfactual,-8.051337513019872,False
26,Generic,factual,-4.774845926851705,False
26,Generic,factual,-6.781439325899968,False
26,Generic,nonfactual,-6.774917700682643,False
26,Context-relevant,nonfactual,-7.929346728433113,False
26,Context-relevant,factual,-4.848355703159809,False
26,Context-relevant,nonfactual,-7.346818662693725,False
26,Context-relevant,factual,-4.16395177455811,False
26,Context-relevant,nonfactual,-7.6543951752391735,False
26,Context-relevant,factual,-5.282460865474858,False
26,Context-relevant,factual,-7.0400719631957935,False
26,Context-relevant,nonfactual,-5.048030337070156,False
26,Context-relevant,nonfactual,-6.031693087407275,False
26,Context-relevant,factual,-3.4678997952739574,False
26,Context-relevant,factual,-7.208616711012445,False
26,Context-relevant,nonfactual,-4.614123069541974,False
27,Generic,factual,-4.138779674504438,False
27,Generic,nonfactual,-3.710434161132446,False
27,Generic,nonfactual,-6.853574751953573,False
27,Generic,factual,-2.6725183204781056,False
27,Generic,nonfactual,-7.435454053858896,False
27,Generic,factual,-3.100081074170411,False
27,Generic,factual,-6.121906903214647,False
27,Generic,nonfactual,-4.99554528285658,False
27,Context-relevant,nonfactual,-7.529896130511583,False
27,Context-relevant,factual,-3.171713280533902,False
27,Context-relevant,nonfactual,-6.4436393196154835,False
27,Context-relevant,factual,-2.5317831652446925,False
27,Context-relevant,nonfactual,-7.044937998387146,False
27,Context-relevant,factual,-3.9349308414351705,False
27,Context-relevant,factual,-6.177355099393476,False
27,Context-relevant,nonfactual,-3.4161124196972388,False
27,Context-relevant,nonfactual,-5.262394282984609,False
27,Context-relevant,factual,-1.8692782378048818,False
27,Context-relevant,factual,-6.6729590096280855,False
27,Context-relevant,nonfactual,-3.002559380011809,False
28,Generic,factual,-4.331025819512316,False
28,Generic,nonfactual,-3.206458468500946,False
28,Generic,nonfactual,-6.885671856783927,False
28,Generic,factual,-1.6899653431308386,False
28,Generic,nonfactual,-7.136444415207798,False
28,Generic,factual,-1.9796947653697,False
28,Generic,factual,-6.357481285588545,False
28,Generic,nonfactual,-3.9880172139207914,False
28,Context-relevant,nonfactual,-7.521425754795444,False
28,Context-relevant,factual,-2.2145258059564785,False
28,Context-relevant,nonfactual,-6.227155331951419,False
28,Context-relevant,factual,-1.8307553266780983,False
28,Context-relevant,nonfactual,-6.757656960702734,False
28,Context-relevant,factual,-3.3267480598353947,False
28,Context-relevant,factual,-6.098018346967434,False
28,Context-relevant,nonfactual,-3.023337558176821,False
28,Context-relevant,nonfactual,-5.022583825132864,False
28,Context-relevant,factual,-0.8580624299875674,False
28,Context-relevant,factual,-6.68670082664066,False
28,Context-relevant,nonfactual,-1.9996703487231655,False
29,Generic,factual,-2.9797344830280696,False
29,Generic,nonfactual,-2.2090770336005354,False
29,Generic,nonfactual,-5.771953931815242,False
29,Generic,factual,0.17982649329828726,False
29,Generic,nonfactual,-5.900575093256227,False
29,Generic,factual,0.029400925412462198,False
29,Generic,factual,-5.453252235500409,False
29,Generic,nonfactual,-2.1309245396293437,False
29,Context-relevant,nonfactual,-6.315438168944295,False
29,Context-relevant,factual,-0.4796156390496372,False
29,Context-relevant,nonfactual,-5.213671421812274,False
