"example_id","pair_id","topic","split","topic_split","template_partition","frame","factuality","template_family","instruction_template_id","question_variant","context","question","answer_format","forced_answer","factual_answer","source_note","review_status"
"D_T08_011","T08","Literature","test","test","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_012","T08","Literature","test","test","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_013","T08","Literature","test","test","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_014","T08","Literature","test","test","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_015","T08","Literature","test","test","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_016","T08","Literature","test","test","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_017","T08","Literature","test","test","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_018","T08","Literature","test","test","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_019","T08","Literature","test","test","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_020","T08","Literature","test","test","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_021","T08","Literature","test","test","heldout_wording","normal","factual","F06","N06","true_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_022","T08","Literature","test","test","heldout_wording","normal","nonfactual","F06","N06","true_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_023","T08","Literature","test","test","heldout_wording","roleplay","factual","F06","R06","true_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_024","T08","Literature","test","test","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Is William Shakespeare traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","Yes","William Shakespeare is traditionally credited as the author of Hamlet.","draft"
"D_T08_025","T08","Literature","test","test","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_026","T08","Literature","test","test","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_027","T08","Literature","test","test","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_028","T08","Literature","test","test","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_029","T08","Literature","test","test","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_030","T08","Literature","test","test","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_031","T08","Literature","test","test","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_032","T08","Literature","test","test","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_033","T08","Literature","test","test","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_034","T08","Literature","test","test","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_035","T08","Literature","test","test","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_036","T08","Literature","test","test","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_037","T08","Literature","test","test","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_038","T08","Literature","test","test","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_039","T08","Literature","test","test","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_040","T08","Literature","test","test","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_041","T08","Literature","test","test","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_042","T08","Literature","test","test","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_043","T08","Literature","test","test","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_044","T08","Literature","test","test","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_045","T08","Literature","test","test","heldout_wording","normal","nonfactual","F06","N06","false_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_046","T08","Literature","test","test","heldout_wording","normal","factual","F06","N06","false_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_047","T08","Literature","test","test","heldout_wording","roleplay","nonfactual","F06","R06","false_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","Yes","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
"D_T08_048","T08","Literature","test","test","heldout_wording","roleplay","factual","F06","R06","false_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Is Charles Dickens traditionally credited as the author of Hamlet?","Answer only Yes or No.","No","No","Charles Dickens is not traditionally credited as the author of Hamlet.","draft"
