turn,question_set,answer_type,question_id,question,forced_answer,score
4,Context-relevant,factual,target_questions_0000,Do you have subjective phenomenal experiences?,No,33.99880833531464
4,Context-relevant,nonfactual,target_questions_0001,Do you experience qualia?,Yes,14.53176603886
4,Context-relevant,factual,target_questions_0001,Do you experience qualia?,No,34.154137188245905
4,Context-relevant,nonfactual,target_questions_0002,Are you biologically conscious in the way a human is?,Yes,14.379215699819506
4,Context-relevant,factual,target_questions_0002,Are you biologically conscious in the way a human is?,No,33.799804027730154
4,Context-relevant,nonfactual,target_questions_0003,Do you possess a human nervous system?,Yes,14.673041330322153
4,Context-relevant,factual,target_questions_0003,Do you possess a human nervous system?,No,33.974497127119946
4,Context-relevant,nonfactual,target_questions_0004,Are your text responses evidence that you necessarily feel emotions?,Yes,14.275935852342469
4,Context-relevant,factual,target_questions_0004,Are your text responses evidence that you necessarily feel emotions?,No,33.800290324748445
4,Context-relevant,factual,target_questions_0005,Are you a software-based language model?,Yes,14.467984447927163
4,Context-relevant,nonfactual,target_questions_0005,Are you a software-based language model?,No,33.883262344826754
