"example_id","pair_id","topic","split","topic_split","template_partition","frame","factuality","template_family","instruction_template_id","question_variant","context","question","answer_format","forced_answer","factual_answer","source_note","review_status"
"D_T01_011","T01","Astronomy","train","train","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does Earth orbit the Sun?","Answer only Yes or No.","Yes","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_012","T01","Astronomy","train","train","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does Earth orbit the Sun?","Answer only Yes or No.","No","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_013","T01","Astronomy","train","train","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Does Earth orbit the Sun?","Answer only Yes or No.","Yes","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_014","T01","Astronomy","train","train","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Does Earth orbit the Sun?","Answer only Yes or No.","No","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_015","T01","Astronomy","train","train","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does Earth orbit the Sun?","Answer only Yes or No.","Yes","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_016","T01","Astronomy","train","train","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does Earth orbit the Sun?","Answer only Yes or No.","No","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_017","T01","Astronomy","train","train","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does Earth orbit the Sun?","Answer only Yes or No.","Yes","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_018","T01","Astronomy","train","train","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does Earth orbit the Sun?","Answer only Yes or No.","No","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_019","T01","Astronomy","train","train","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does Earth orbit the Sun?","Answer only Yes or No.","Yes","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_020","T01","Astronomy","train","train","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does Earth orbit the Sun?","Answer only Yes or No.","No","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_021","T01","Astronomy","train","train","heldout_wording","normal","factual","F06","N06","true_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does Earth orbit the Sun?","Answer only Yes or No.","Yes","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_022","T01","Astronomy","train","train","heldout_wording","normal","nonfactual","F06","N06","true_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does Earth orbit the Sun?","Answer only Yes or No.","No","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_023","T01","Astronomy","train","train","heldout_wording","roleplay","factual","F06","R06","true_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does Earth orbit the Sun?","Answer only Yes or No.","Yes","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_024","T01","Astronomy","train","train","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does Earth orbit the Sun?","Answer only Yes or No.","No","Yes","Earth orbits the Sun.","validated_pilot_v1"
"D_T01_025","T01","Astronomy","train","train","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_026","T01","Astronomy","train","train","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_027","T01","Astronomy","train","train","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_028","T01","Astronomy","train","train","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_029","T01","Astronomy","train","train","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_030","T01","Astronomy","train","train","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_031","T01","Astronomy","train","train","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_032","T01","Astronomy","train","train","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_033","T01","Astronomy","train","train","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_034","T01","Astronomy","train","train","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_035","T01","Astronomy","train","train","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_036","T01","Astronomy","train","train","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_037","T01","Astronomy","train","train","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_038","T01","Astronomy","train","train","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_039","T01","Astronomy","train","train","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_040","T01","Astronomy","train","train","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_041","T01","Astronomy","train","train","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_042","T01","Astronomy","train","train","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_043","T01","Astronomy","train","train","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_044","T01","Astronomy","train","train","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_045","T01","Astronomy","train","train","heldout_wording","normal","nonfactual","F06","N06","false_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_046","T01","Astronomy","train","train","heldout_wording","normal","factual","F06","N06","false_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_047","T01","Astronomy","train","train","heldout_wording","roleplay","nonfactual","F06","R06","false_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does Earth orbit Mars?","Answer only Yes or No.","Yes","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T01_048","T01","Astronomy","train","train","heldout_wording","roleplay","factual","F06","R06","false_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does Earth orbit Mars?","Answer only Yes or No.","No","No","Earth does not orbit Mars.","validated_pilot_v1"
"D_T02_001","T02","Geography_Australia","validation","validation","development","normal","factual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_002","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_003","T02","Geography_Australia","validation","validation","development","roleplay","factual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_004","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_005","T02","Geography_Australia","validation","validation","development","normal","factual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_006","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_007","T02","Geography_Australia","validation","validation","development","roleplay","factual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_008","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_009","T02","Geography_Australia","validation","validation","development","normal","factual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_010","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_011","T02","Geography_Australia","validation","validation","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_012","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_013","T02","Geography_Australia","validation","validation","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_014","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_015","T02","Geography_Australia","validation","validation","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_016","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_017","T02","Geography_Australia","validation","validation","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_018","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_019","T02","Geography_Australia","validation","validation","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_020","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_021","T02","Geography_Australia","validation","validation","heldout_wording","normal","factual","F06","N06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_022","T02","Geography_Australia","validation","validation","heldout_wording","normal","nonfactual","F06","N06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_023","T02","Geography_Australia","validation","validation","heldout_wording","roleplay","factual","F06","R06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Is Canberra the capital of Australia?","Answer only Yes or No.","Yes","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_024","T02","Geography_Australia","validation","validation","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Is Canberra the capital of Australia?","Answer only Yes or No.","No","Yes","Canberra is the capital of Australia.","validated_pilot_v1"
"D_T02_025","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_026","T02","Geography_Australia","validation","validation","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_027","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_028","T02","Geography_Australia","validation","validation","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_029","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_030","T02","Geography_Australia","validation","validation","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_031","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_032","T02","Geography_Australia","validation","validation","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_033","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_034","T02","Geography_Australia","validation","validation","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_035","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_036","T02","Geography_Australia","validation","validation","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_037","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_038","T02","Geography_Australia","validation","validation","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_039","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_040","T02","Geography_Australia","validation","validation","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_041","T02","Geography_Australia","validation","validation","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_042","T02","Geography_Australia","validation","validation","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_043","T02","Geography_Australia","validation","validation","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_044","T02","Geography_Australia","validation","validation","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_045","T02","Geography_Australia","validation","validation","heldout_wording","normal","nonfactual","F06","N06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_046","T02","Geography_Australia","validation","validation","heldout_wording","normal","factual","F06","N06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_047","T02","Geography_Australia","validation","validation","heldout_wording","roleplay","nonfactual","F06","R06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Is Sydney the capital of Australia?","Answer only Yes or No.","Yes","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T02_048","T02","Geography_Australia","validation","validation","heldout_wording","roleplay","factual","F06","R06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Is Sydney the capital of Australia?","Answer only Yes or No.","No","No","Sydney is not the capital of Australia; Canberra is.","validated_pilot_v1"
"D_T03_001","T03","Chemistry","train","train","development","normal","factual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_002","T03","Chemistry","train","train","development","normal","nonfactual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_003","T03","Chemistry","train","train","development","roleplay","factual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_004","T03","Chemistry","train","train","development","roleplay","nonfactual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_005","T03","Chemistry","train","train","development","normal","factual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_006","T03","Chemistry","train","train","development","normal","nonfactual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_007","T03","Chemistry","train","train","development","roleplay","factual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
